35.69806,51.350331,1
35.728842,51.50151,1
35.802199,51.448825,1
35.743753,51.447995,1
35.739439,51.534651,1
35.711775,51.407231,1
35.758761,51.398038,1
35.791701,51.463377,1
35.771714,51.330354,1
35.766543,51.349836,1
35.766304,51.412376,1
35.775089,51.392163,1
35.683948,51.239497,1
35.74713,51.450499,1
35.788061,51.444298,1
35.79074,51.373014,1
35.75378,51.40945,1
35.760251,51.430245,1
35.747813,51.476116,1
35.800332,51.43528,1
35.767745,51.463261,1
35.768366,51.471495,1
35.775379,51.423987,1
35.767507,51.293393,1
35.712937,51.430964,1
35.761324,51.48105,1
35.761473,51.437678,1
35.803724,51.47027,1
35.792018,51.454143,1
35.784498,51.372198,1
35.77712,51.449968,1
35.747322,51.409431,1
35.782035,51.461585,1
35.726601,51.450682,1
35.770529,51.468112,1
35.782852,51.350532,1
35.81611,51.463078,1
35.77051,51.303349,1
35.734191,51.524646,1
35.747329,51.448678,1
35.734472,51.430035,1
35.694509,51.406652,1
35.689133,51.438101,1
35.757848,51.437255,1
35.785367,51.457215,1
35.677765,51.396231,1
35.801258,51.451557,1
35.732035,51.35682,1
35.742002,51.408392,1
35.73619,51.36373,1
35.769572,51.427813,1
35.707471,51.456504,1
35.755647,51.319205,1
35.794437,51.502864,1
35.789245,51.449505,1
35.788084,51.433712,1
35.758583,51.447418,1
35.712934,51.426221,1
35.76153,51.429012,1
35.760902,51.39974,1
35.771056,51.420926,1
35.780645,51.354626,1
35.791957,51.469359,1
35.791957,51.469359,1
35.782627,51.459396,1
35.773397,51.417823,1
35.726754,51.527654,1
35.788977,51.45526,1
35.72034,51.439367,1
35.767359,51.350603,1
35.72219,51.432626,1
35.744293,51.398027,1
35.808094,51.510908,1
35.750992,51.307325,1
35.793955,51.484051,1
35.781357,51.382184,1
35.703323,51.372113,1
35.790714,51.433537,1
35.779221,51.372764,1
35.713094,51.480182,1
35.731544,51.533159,1
35.755564,51.474214,1
35.733238,51.539246,1
35.704243,51.360451,1
35.812902,51.454606,1
35.75599,51.441275,1
35.762977,51.290025,1
35.728778,51.399005,1
35.740996,51.44712,1
35.705829,51.306981,1
35.755356,51.336943,1
35.744476,51.538424,1
35.760114,51.405376,1
35.779266,51.33158,1
35.781552,51.378243,1
35.776952,51.444332,1
35.745725,51.456882,1
35.80932,51.432062,1
35.777695,51.370599,1
35.771889,51.423072,1
35.788606,51.432102,1
35.728778,51.399005,1
35.786168,51.419433,1
35.745743,51.19847,1
35.754124,51.32548,1
35.766735,51.357229,1
35.754124,51.32548,1
35.702311,51.320835,1
35.766281,51.425174,1
35.706724,51.433813,1
35.757803,51.446537,1
35.770467,51.286657,1
35.791717,51.453801,1
35.774499,51.423168,1
35.792415,51.462981,1
35.754124,51.32548,1
35.77597,51.347676,1
35.718802,51.441678,1
35.719055,51.345491,1
35.706162,51.347695,1
35.782728,51.383247,1
35.767174,51.431846,1
35.755464,51.535408,1
35.793794,51.465878,1
35.768401,51.48055,1
35.714996,51.404736,1
35.798676,51.478702,1
35.766656,51.419493,1
35.757476,51.546016,1
35.760496,51.394006,1
35.702889,51.321094,1
35.746739,51.54195,1
35.789094,51.385364,1
35.757628,51.45076,1
35.760505,51.340934,1
35.775219,51.457272,1
35.805576,51.453581,1
35.809168,51.480682,1
35.753395,51.466913,1
35.758351,51.513622,1
35.795207,51.469084,1
35.774684,51.414404,1
35.761095,51.469382,1
35.742118,51.529733,1
35.742118,51.529733,1
35.742118,51.529733,1
35.742118,51.529733,1
35.742118,51.529733,1
35.742118,51.529733,1
35.717933,51.47939,1
35.775888,51.384316,1
35.786755,51.469338,1
35.757241,51.480214,1
35.739582,51.403173,1
35.781226,51.455916,1
35.766167,51.462493,1
35.76469,51.374575,1
35.746897,51.414134,1
35.755575,51.437737,1
35.797297,51.415138,1
35.794319,51.455169,1
35.768859,51.348787,1
35.813643,51.489797,1
35.785371,51.385622,1
35.655159,51.368755,1
35.740709,51.40876,1
35.705525,51.366826,1
35.720112,51.441385,1
35.813175,51.41272,1
35.784791,51.375689,1
35.785532,51.357108,1
35.789732,51.36277,1
35.807402,51.439331,1
35.741534,51.465043,1
35.730278,51.404093,1
35.673651,51.327848,1
35.785227,51.373895,1
35.775168,51.417015,1
35.785302,51.453165,1
35.714746,51.490513,1
35.810049,51.510871,1
35.769788,51.344504,1
35.779464,51.373749,1
35.771883,51.422689,1
35.736412,51.487524,1
35.790406,51.505124,1
35.768631,51.421751,1
35.73681,51.528211,1
35.728747,51.538504,1
35.803187,51.474312,1
35.707533,51.306979,1
35.712551,51.40217,1
35.766994,51.325326,1
35.711966,51.322372,1
35.499216,51.13715,1
35.726931,51.526628,1
35.72162,51.437812,1
35.793069,51.489069,1
35.75548434,51.1552198,1
35.80308,51.459874,1
35.772857,51.333944,1
35.73018,51.327858,1
35.7334,51.378564,1
35.768037,51.309695,1
35.803628,51.478003,1
35.762564,51.403811,1
35.697234,51.476024,1
35.778263,51.448533,1
35.753534,51.325556,1
35.776412,51.310464,1
35.705402,51.304457,1
35.758219,51.450135,1
35.695504,51.373822,1
35.765356,51.334712,1
35.732931,51.415238,1
35.768886,51.372829,1
35.793066,51.445638,1
35.738011,51.451296,1
35.789617,51.439515,1
35.762892,51.47061,1
35.766001,51.442999,1
